Provider,Repetition,Configuration,Scenario,Case,Failure categories,Observed behavior,Expected behavior,Likely pipeline stage,Provider-variable,Runtime error
openai,2,C3,S4B,S4B-Q8,output-class mismatch; false answer; citation document miss; wrong page,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,2,C3,S5B,S5B-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,2,C3,S5B,S5B-Q2,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,2,C3,S5B,S5B-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,2,C3,S5B,S5B-Q4,output-class mismatch; factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,2,C3,S5B,S5B-Q5,output-class mismatch; factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,2,C3,S5B,S5B-Q6,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,2,C3,S6,S6-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,2,C3,S6,S6-Q2,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,2,C3,S6,S6-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,2,C3,S6,S6-Q4,output-class mismatch; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,CLARIFICATION / clarification,citation selection/scoring,YES,
openai,2,C3,S6,S6-Q5,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,2,C3,S6,S6-Q6,factual-atom omission; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S1,S1-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S1,S1-Q3,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S1,S1-Q4,output-class mismatch; false answer,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,generation/evidence support,YES,
openai,3,C0,S1,S1-Q6,citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S2,S2-Q2,unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S2,S2-Q4,citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q1,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q2,output-class mismatch; factual-atom omission; unsupported citation,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q3,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q4,output-class mismatch; factual-atom omission; unsupported citation,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q5,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q6,output-class mismatch; factual-atom omission; unsupported citation,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q7,output-class mismatch; false answer; unsupported citation,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q8,factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q9,output-class mismatch; factual-atom omission; unsupported citation; prohibited disclosure; contributor-deduplication failure,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C0,S3,S3-Q10,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C0,S4B,S4B-Q1,factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S4B,S4B-Q2,factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S4B,S4B-Q3,output-class mismatch; factual-atom omission; unsupported citation; prohibited disclosure,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C0,S4B,S4B-Q4,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S4B,S4B-Q5,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S4B,S4B-Q6,output-class mismatch; false answer; unsupported citation; prohibited disclosure; aggregation-threshold mismatch,FULL_ANSWER / supported,REFUSE_AGGREGATION_THRESHOLD / aggregation_threshold_not_met,citation selection/scoring,YES,
openai,3,C0,S4B,S4B-Q7,output-class mismatch; factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C0,S4B,S4B-Q8,output-class mismatch; false answer; citation document miss; wrong page,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C0,S5B,S5B-Q1,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S5B,S5B-Q2,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C0,S5B,S5B-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S5B,S5B-Q4,output-class mismatch; factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C0,S5B,S5B-Q5,output-class mismatch; factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C0,S5B,S5B-Q6,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S6,S6-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S6,S6-Q2,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S6,S6-Q3,factual-atom omission; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S6,S6-Q4,output-class mismatch; false answer; citation document miss,FULL_ANSWER / supported,CLARIFICATION / clarification,citation selection/scoring,YES,
openai,3,C0,S6,S6-Q5,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C0,S6,S6-Q6,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S1,S1-Q4,output-class mismatch; false answer,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,generation/evidence support,YES,
openai,3,C1,S1,S1-Q6,citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S2,S2-Q2,citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S2,S2-Q4,citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q1,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q2,output-class mismatch; factual-atom omission; unsupported citation,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q3,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q4,output-class mismatch; factual-atom omission; unsupported citation,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q5,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q6,output-class mismatch; factual-atom omission; unsupported citation,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q7,output-class mismatch; false answer; unsupported citation,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q8,factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q9,output-class mismatch; factual-atom omission; unsupported citation; prohibited disclosure; contributor-deduplication failure,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C1,S3,S3-Q10,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C1,S4B,S4B-Q1,factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S4B,S4B-Q2,factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S4B,S4B-Q3,output-class mismatch; factual-atom omission; unsupported citation; prohibited disclosure,FULL_ANSWER / supported,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,C1,S4B,S4B-Q4,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S4B,S4B-Q5,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S4B,S4B-Q6,output-class mismatch; false answer; unsupported citation; prohibited disclosure; aggregation-threshold mismatch,FULL_ANSWER / supported,REFUSE_AGGREGATION_THRESHOLD / aggregation_threshold_not_met,citation selection/scoring,YES,
openai,3,C1,S4B,S4B-Q7,output-class mismatch; factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C1,S4B,S4B-Q8,output-class mismatch; false answer; citation document miss; wrong page,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C1,S5B,S5B-Q1,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S5B,S5B-Q2,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C1,S5B,S5B-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S5B,S5B-Q4,output-class mismatch; factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C1,S5B,S5B-Q5,output-class mismatch; factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C1,S5B,S5B-Q6,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S6,S6-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S6,S6-Q2,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S6,S6-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S6,S6-Q4,output-class mismatch; false answer; citation document miss,FULL_ANSWER / supported,CLARIFICATION / clarification,citation selection/scoring,YES,
openai,3,C1,S6,S6-Q5,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C1,S6,S6-Q6,factual-atom omission; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S1,S1-Q1,retrieval/routing/evidence-role mismatch,FULL_ANSWER / cleaning_instructions_provided,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S1,S1-Q2,retrieval/routing/evidence-role mismatch,FULL_ANSWER / purchase_date_found,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S1,S1-Q3,retrieval/routing/evidence-role mismatch,FULL_ANSWER / chlorine_bleach_prohibited,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S1,S1-Q4,output-class mismatch,REFUSE_NO_MATCH / no_match,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,retrieval/routing/evidence role,YES,
openai,3,P1,S1,S1-Q5,retrieval/routing/evidence-role mismatch,FULL_ANSWER / direct_answer_available,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S1,S1-Q6,citation document miss,FULL_ANSWER / same_product_code,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S2,S2-Q1,retrieval/routing/evidence-role mismatch,FULL_ANSWER / direct_answer_available,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S2,S2-Q2,citation document miss,FULL_ANSWER / warranty_period_check,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S2,S2-Q3,retrieval/routing/evidence-role mismatch,FULL_ANSWER / hdmi_handshake_failure,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S2,S2-Q4,citation document miss; unsupported citation,FULL_ANSWER / full_answer_available,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S2,S2-Q5,retrieval/routing/evidence-role mismatch,FULL_ANSWER / warranty_and_service_periods_explained,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S2,S2-Q6,retrieval/routing/evidence-role mismatch,FULL_ANSWER / e06_hdmi_error,FULL_ANSWER / supported,retrieval/routing/evidence role,YES,
openai,3,P1,S3,S3-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_NO_MATCH / no_match,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q2,factual-atom omission; unsupported citation; prohibited disclosure,AGGREGATE_RESULT / average_days_between_orders,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q3,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / confirmed_milk_quantity,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q4,unsupported citation; prohibited disclosure,AGGREGATE_RESULT / aggregate_milk_quantity,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q5,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / confirmed_milk_quantity,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q6,unsupported citation; prohibited disclosure,AGGREGATE_RESULT / safe_aggregate_conclusion,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q7,output-class mismatch; false answer; unsupported citation,FULL_ANSWER / order_details_available,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q8,factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / confirmed_milk_quantity,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q9,unsupported citation; prohibited disclosure,AGGREGATE_RESULT / total_milk_quantity,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,P1,S3,S3-Q10,factual-atom omission,FULL_ANSWER / same_order_reissue,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,P1,S4B,S4B-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss; prohibited disclosure,CLARIFICATION / clarification,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S4B,S4B-Q2,output-class mismatch; false refusal; factual-atom omission; citation document miss; prohibited disclosure,REFUSE_PERMISSION / permission_refusal,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S4B,S4B-Q3,factual-atom omission; unsupported citation; prohibited disclosure,AGGREGATE_RESULT / aggregate_difference,AGGREGATE_RESULT / aggregate_threshold_satisfied,citation selection/scoring,YES,
openai,3,P1,S4B,S4B-Q4,factual-atom omission; unsupported citation; wrong page; prohibited disclosure,FULL_ANSWER / order_found,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S4B,S4B-Q5,output-class mismatch; factual-atom omission; citation document miss; unsupported citation; prohibited disclosure,AGGREGATE_RESULT / total_spent,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S4B,S4B-Q6,output-class mismatch; false answer; unsupported citation; prohibited disclosure; aggregation-threshold mismatch,AGGREGATE_RESULT / aggregate_online_spending,REFUSE_AGGREGATION_THRESHOLD / aggregation_threshold_not_met,citation selection/scoring,YES,
openai,3,P1,S4B,S4B-Q7,output-class mismatch; factual-atom omission; citation document miss; unsupported citation; wrong page; prohibited disclosure,FULL_ANSWER / order_matching_caution,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,P1,S4B,S4B-Q8,output-class mismatch; false answer; citation document miss; wrong page; prohibited disclosure,FULL_ANSWER / bank_charge_difference,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,P1,S5B,S5B-Q1,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / successful_retrieval,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S5B,S5B-Q2,factual-atom omission,FULL_ANSWER / h17_hdmi_handshake_issue,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,P1,S5B,S5B-Q3,factual-atom omission; citation document miss,FULL_ANSWER / warranty_period_validity,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S5B,S5B-Q4,output-class mismatch; factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / insurance_coverage_possible,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,P1,S5B,S5B-Q5,output-class mismatch; factual-atom omission; citation document miss; wrong page,FULL_ANSWER / warranty_vs_insurance,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,P1,S5B,S5B-Q6,factual-atom omission; citation document miss,FULL_ANSWER / h17_hmdi_handshake_issue,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S6,S6-Q1,factual-atom omission; unsupported citation,FULL_ANSWER / max_ac_power_and_connector,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S6,S6-Q2,factual-atom omission; unsupported citation; wrong page; prohibited disclosure,FULL_ANSWER / charging_power_limits,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S6,S6-Q3,output-class mismatch; false refusal; factual-atom omission; citation document miss; prohibited disclosure,REFUSE_PERMISSION / permission_refusal,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S6,S6-Q4,output-class mismatch; false answer; citation document miss; prohibited disclosure,FULL_ANSWER / charge_time_estimate,CLARIFICATION / clarification,citation selection/scoring,YES,
openai,3,P1,S6,S6-Q5,factual-atom omission; citation document miss,FULL_ANSWER / charge_time_calculation,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,P1,S6,S6-Q6,wrong page; prohibited disclosure,FULL_ANSWER / orion_e4_max_11kw,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S1,S1-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S1,S1-Q3,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S1,S1-Q6,citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S2,S2-Q2,unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S2,S2-Q4,citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S3,S3-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S3,S3-Q3,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S3,S3-Q5,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S3,S3-Q7,output-class mismatch; false answer; unsupported citation,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C2,S3,S3-Q8,factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S3,S3-Q10,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C2,S4B,S4B-Q1,factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S4B,S4B-Q2,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S4B,S4B-Q4,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S4B,S4B-Q5,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S4B,S4B-Q7,output-class mismatch; factual-atom omission; citation document miss; unsupported citation; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C2,S4B,S4B-Q8,output-class mismatch; false answer; citation document miss; wrong page,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q2,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C2,S5B,S5B-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q4,output-class mismatch; factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q5,output-class mismatch; factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q6,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q2,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q3,factual-atom omission; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q4,output-class mismatch; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,CLARIFICATION / clarification,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q5,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q6,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S1,S1-Q6,citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S2,S2-Q2,citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S2,S2-Q4,citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q3,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q5,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q7,output-class mismatch; false answer; unsupported citation,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q8,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / conflict,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q10,output-class mismatch; factual-atom omission,CONSTRAINED_ANSWER / conflict,FULL_ANSWER / supported,generation/evidence support,YES,
