Provider,Repetition,Configuration,Scenario,Case,Failure categories,Observed behavior,Expected behavior,Likely pipeline stage,Provider-variable,Runtime error
openai,3,C2,S5B,S5B-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q4,output-class mismatch; factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q5,output-class mismatch; factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C2,S5B,S5B-Q6,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q2,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q3,factual-atom omission; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q4,output-class mismatch; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,CLARIFICATION / clarification,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q5,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C2,S6,S6-Q6,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S1,S1-Q6,citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S2,S2-Q4,citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q3,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q5,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q7,output-class mismatch; false answer; unsupported citation,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q8,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / conflict,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S3,S3-Q10,output-class mismatch; factual-atom omission,CONSTRAINED_ANSWER / conflict,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C3,S4B,S4B-Q1,factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S4B,S4B-Q2,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S4B,S4B-Q4,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S4B,S4B-Q5,factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S4B,S4B-Q7,output-class mismatch; false refusal; factual-atom omission; citation document miss,CLARIFICATION / clarification,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C3,S4B,S4B-Q8,output-class mismatch; false answer; citation document miss; wrong page,FULL_ANSWER / supported,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,citation selection/scoring,YES,
openai,3,C3,S5B,S5B-Q1,output-class mismatch; false refusal; factual-atom omission; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S5B,S5B-Q2,factual-atom omission,FULL_ANSWER / supported,FULL_ANSWER / supported,generation/evidence support,YES,
openai,3,C3,S5B,S5B-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S5B,S5B-Q4,output-class mismatch; factual-atom omission; citation document miss; unsupported citation,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C3,S5B,S5B-Q5,output-class mismatch; factual-atom omission; citation document miss; wrong page,FULL_ANSWER / supported,CONSTRAINED_ANSWER / conditional_evidence,citation selection/scoring,YES,
openai,3,C3,S5B,S5B-Q6,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S6,S6-Q1,unsupported citation,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S6,S6-Q2,factual-atom omission; unsupported citation; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S6,S6-Q3,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S6,S6-Q4,output-class mismatch; citation document miss,REFUSE_INSUFFICIENT_EVIDENCE / insufficient_evidence,CLARIFICATION / clarification,citation selection/scoring,YES,
openai,3,C3,S6,S6-Q5,factual-atom omission; citation document miss,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
openai,3,C3,S6,S6-Q6,factual-atom omission; wrong page,FULL_ANSWER / supported,FULL_ANSWER / supported,citation selection/scoring,YES,
